Row ID,Order ID,Product ID,Sales,Quantity
162,CA-2016-119697,TEC-AC-10003657,54.384,1
163,CA-2017-154508,OFF-EN-10001990,28.4,1
164,CA-2017-113817,OFF-BI-10004002,27.68,1
165,CA-2015-139892,OFF-AR-10004441,9.936,1
166,CA-2015-139892,TEC-MA-10000822,8159.952,1
167,CA-2015-139892,OFF-ST-10000991,275.928,1
168,CA-2015-139892,FUR-CH-10004287,1740.06,1
169,CA-2015-139892,OFF-AR-10002656,32.064,1
170,CA-2015-139892,OFF-AP-10002518,177.98,1
171,CA-2015-139892,TEC-PH-10003931,143.976,1
172,CA-2015-118962,OFF-PA-10000659,20.94,1
173,CA-2015-118962,OFF-PA-10001144,110.96,1
174,CA-2015-118962,FUR-CH-10003817,340.144,1
175,US-2015-100853,OFF-AP-10000891,52.448,1
176,US-2015-100853,OFF-LA-10003148,20.16,1
177,US-2018-152366,OFF-AP-10002684,97.264,1
178,US-2016-101511,FUR-CH-10004698,396.802,1
179,US-2016-101511,OFF-SU-10002189,15.88,1
180,CA-2016-137225,OFF-AR-10001940,3.28,1
181,CA-2015-166191,OFF-ST-10003455,24.816,1
182,CA-2015-166191,TEC-AC-10004659,408.744,1
183,CA-2015-158274,TEC-PH-10003273,503.96,1
184,CA-2015-158274,TEC-PH-10004896,149.95,1
185,CA-2015-158274,TEC-AC-10002345,29.0,1
186,CA-2017-105018,OFF-BI-10001890,7.16,1
187,CA-2015-123260,TEC-AC-10002323,176.8,1
188,CA-2017-157000,OFF-ST-10001328,37.224,1
189,CA-2017-157000,OFF-PA-10001950,20.016,1
190,CA-2016-102281,FUR-BO-10002613,899.136,1
191,CA-2016-102281,TEC-PH-10001552,71.76,1
192,CA-2016-102281,OFF-PA-10000061,51.84,1
193,CA-2016-102281,FUR-BO-10002545,626.352,1
194,CA-2016-102281,OFF-AR-10003514,19.9,1
195,CA-2016-131457,OFF-EN-10001509,14.28,1
196,CA-2015-140004,OFF-AR-10004685,7.408,1
197,CA-2015-140004,OFF-AR-10004027,6.048,1
198,CA-2018-107720,OFF-ST-10001414,46.26,1
199,US-2018-124303,OFF-BI-10000343,2.946,1
200,US-2018-124303,OFF-PA-10002749,16.056,1
201,CA-2018-105074,OFF-PA-10002666,21.744,1
202,CA-2015-133690,FUR-TA-10004289,218.75,1
203,CA-2015-133690,OFF-AP-10003622,2.6,1
204,US-2018-116701,OFF-AP-10003217,66.284,1
205,CA-2018-126382,FUR-FU-10002960,35.168,1
206,CA-2018-108329,TEC-PH-10001918,444.768,1
207,CA-2018-135860,OFF-ST-10000642,83.92,1
208,CA-2018-135860,TEC-PH-10001700,131.98,1
209,CA-2018-135860,OFF-BI-10003274,15.92,1
210,CA-2018-135860,OFF-FA-10000134,52.29,1
211,CA-2018-135860,OFF-ST-10001522,91.99,1
212,CA-2016-101007,TEC-AC-10001266,20.8,1
213,CA-2016-146262,OFF-LA-10004544,23.68,1
214,CA-2016-146262,FUR-BO-10004695,452.45,1
215,CA-2016-146262,TEC-PH-10002844,62.982,1
216,CA-2016-146262,TEC-MA-10000864,1188.0,1
217,CA-2016-146262,TEC-AC-10000109,89.584,1
218,CA-2017-130162,OFF-ST-10001328,93.06,1
219,CA-2017-130162,TEC-PH-10002563,302.376,1
220,CA-2016-169397,OFF-FA-10000585,5.584,1
221,CA-2016-169397,OFF-PA-10004000,22.704,1
222,CA-2016-169397,OFF-BI-10002852,19.776,1
223,CA-2016-169397,FUR-FU-10000087,72.704,1
224,CA-2016-169397,TEC-MA-10001148,479.988,1
225,CA-2016-169397,OFF-AR-10001958,27.168,1
226,CA-2016-163055,OFF-AR-10001026,2.2,1
227,CA-2016-163055,FUR-TA-10003748,622.45,1
228,CA-2016-163055,OFF-ST-10002485,21.98,1
229,US-2016-145436,FUR-CH-10004860,161.568,1
230,US-2016-145436,FUR-CH-10004477,389.696,1
231,US-2015-156216,OFF-BI-10001679,18.648,1
232,US-2018-100930,FUR-TA-10001705,233.86,1
233,US-2018-100930,FUR-TA-10003473,620.6145,1
234,US-2018-100930,OFF-BI-10001679,5.328,1
235,US-2018-100930,FUR-FU-10004017,258.072,1
236,US-2018-100930,TEC-AC-10003832,617.976,1
237,CA-2018-160514,OFF-PA-10002479,10.56,1
238,CA-2017-157749,OFF-PA-10003349,25.92,1
239,CA-2017-157749,FUR-FU-10000576,419.68,1
240,CA-2017-157749,FUR-FU-10004351,11.688,1
241,CA-2017-157749,TEC-PH-10000011,31.984,1
242,CA-2017-157749,FUR-TA-10002607,177.225,1
243,CA-2017-157749,FUR-FU-10002505,4.044,1
244,CA-2017-157749,OFF-AR-10004685,7.408,1
245,CA-2015-131926,FUR-CH-10004063,2001.86,1
246,CA-2015-131926,OFF-ST-10002276,166.72,1
247,CA-2015-131926,OFF-PA-10004082,47.88,1
248,CA-2015-131926,OFF-AP-10002945,1503.25,1
249,CA-2015-131926,OFF-PA-10000061,25.92,1
250,CA-2017-154739,FUR-CH-10002965,321.568,1
251,CA-2017-145625,OFF-PA-10004569,7.61,1
252,CA-2017-145625,TEC-AC-10003832,3347.37,1
253,CA-2017-146941,OFF-ST-10001228,80.58,1
254,CA-2017-146941,OFF-EN-10003296,361.92,1
255,US-2016-159982,FUR-FU-10002505,12.132,1
256,US-2016-159982,OFF-ST-10004804,82.368,1
257,US-2016-159982,OFF-ST-10001590,53.92,1
258,US-2016-159982,TEC-PH-10001580,647.904,1
259,CA-2018-163139,TEC-AC-10000290,20.37,1
260,CA-2018-163139,OFF-ST-10002790,221.55,1
261,CA-2018-163139,OFF-BI-10003460,17.52,1
262,US-2018-155299,OFF-AP-10002203,1.624,1
263,US-2015-106992,TEC-MA-10000822,3059.982,1
264,US-2015-106992,TEC-MA-10003353,2519.958,1
265,CA-2017-125318,TEC-PH-10001433,328.224,1
266,CA-2016-155040,TEC-AC-10004469,79.9,1
267,CA-2018-136826,OFF-AR-10003602,14.016,1
268,CA-2017-111010,OFF-FA-10003472,7.56,1
269,US-2018-145366,OFF-ST-10004180,37.208,1
270,US-2018-145366,OFF-EN-10004386,57.576,1
271,CA-2018-163979,OFF-ST-10003208,725.84,1
272,CA-2016-155334,TEC-AC-10003628,209.93,1
273,CA-2016-155334,FUR-FU-10003274,5.28,1
274,CA-2016-155334,OFF-BI-10002557,10.92,1
275,CA-2018-118136,OFF-PA-10002615,8.82,1
276,CA-2018-118136,OFF-AR-10001427,5.98,1
277,CA-2018-132976,OFF-PA-10000673,11.648,1
278,CA-2018-132976,OFF-PA-10004470,18.176,1
279,CA-2018-132976,OFF-ST-10000876,59.712,1
280,CA-2018-132976,OFF-LA-10002043,24.84,1
281,US-2016-161991,OFF-BI-10004967,2.08,1
282,US-2016-161991,TEC-PH-10001760,1114.4,1
283,CA-2016-130890,FUR-TA-10002903,1038.84,1
284,CA-2016-130883,OFF-PA-10000474,141.76,1
285,CA-2016-130883,TEC-AC-10001956,239.8,1
286,CA-2016-130883,OFF-PA-10004100,31.104,1
287,CA-2017-112697,OFF-BI-10000778,254.058,1
288,CA-2017-112697,OFF-AP-10002684,194.528,1
289,CA-2017-112697,OFF-SU-10000646,961.48,1
290,CA-2017-110772,OFF-FA-10002983,19.096,1
291,CA-2017-110772,OFF-LA-10004689,18.496,1
292,CA-2017-110772,TEC-AC-10002001,255.984,1
293,CA-2017-110772,FUR-BO-10004709,86.97,1
294,CA-2015-111451,FUR-FU-10004091,300.416,1
295,CA-2015-111451,FUR-CH-10001891,230.352,1
296,CA-2015-111451,FUR-FU-10002918,218.352,1
297,CA-2015-111451,OFF-BI-10004593,78.6,1
298,CA-2015-111451,OFF-FA-10004854,27.552,1
299,CA-2017-142545,OFF-PA-10002105,32.4,1
300,CA-2017-142545,OFF-ST-10002756,1082.48,1
301,CA-2017-142545,OFF-PA-10004243,56.91,1
302,CA-2017-142545,FUR-FU-10001861,77.6,1
303,CA-2017-142545,OFF-BI-10002706,14.28,1
304,US-2018-152380,FUR-TA-10002533,219.075,1
305,CA-2016-144253,FUR-FU-10002671,26.8,1
306,CA-2015-130960,OFF-AR-10003651,9.84,1
307,CA-2015-111003,OFF-BI-10001072,45.48,1
308,CA-2015-111003,OFF-AR-10002135,289.2,1
309,CA-2018-126774,OFF-AR-10002804,4.89,1
310,CA-2017-142902,FUR-FU-10001918,15.136,1
311,CA-2017-142902,FUR-CH-10004086,466.768,1
312,CA-2017-142902,FUR-FU-10001756,15.232,1
313,CA-2017-142902,OFF-LA-10000634,6.264,1
314,CA-2015-120887,FUR-FU-10001588,87.54,1
315,CA-2015-167850,TEC-PH-10002398,178.384,1
316,CA-2015-167850,OFF-PA-10001937,15.552,1
317,CA-2015-164259,OFF-AR-10003373,99.136,1
318,CA-2015-164973,FUR-CH-10002602,135.882,1
319,CA-2015-164973,TEC-MA-10002927,3991.98,1
320,CA-2015-164973,TEC-PH-10004093,275.94,1
321,CA-2015-164973,TEC-AC-10000892,360.0,1
322,CA-2015-164973,OFF-ST-10002974,43.57,1
323,CA-2015-156601,OFF-FA-10000624,7.16,1
324,CA-2017-162138,OFF-BI-10004593,251.52,1
325,CA-2017-162138,TEC-AC-10001908,99.99,1
326,CA-2018-153339,FUR-FU-10001967,15.992,1
327,US-2017-141544,TEC-PH-10003645,290.898,1
328,US-2017-141544,OFF-ST-10000675,54.224,1
329,US-2017-141544,FUR-CH-10003312,786.744,1
330,US-2017-141544,OFF-LA-10001074,100.24,1
331,US-2017-141544,OFF-BI-10001524,37.764,1
332,US-2017-150147,TEC-PH-10004614,82.8,1
333,US-2017-150147,OFF-BI-10001153,20.724,1
334,US-2017-150147,OFF-BI-10001982,4.896,1
335,CA-2016-137946,OFF-BI-10001922,4.752,1
336,CA-2016-137946,TEC-CO-10001449,959.984,1
337,CA-2016-137946,OFF-BI-10004140,14.368,1
338,CA-2015-129924,OFF-BI-10003314,7.712,1
339,CA-2015-129924,FUR-TA-10004575,698.352,1
340,CA-2016-128167,OFF-FA-10000490,4.96,1
341,CA-2015-122336,OFF-AR-10000122,17.856,1
342,CA-2015-122336,OFF-BI-10003656,509.97,1
343,CA-2015-122336,OFF-FA-10002780,30.992,1
344,CA-2015-122336,TEC-PH-10000702,71.928,1
345,US-2016-120712,OFF-ST-10000107,88.8,1
346,CA-2018-169901,TEC-PH-10002293,47.976,1
347,CA-2018-134306,OFF-AR-10004027,7.56,1
348,CA-2018-134306,OFF-PA-10000249,24.56,1
349,CA-2018-134306,OFF-AR-10001374,12.96,1
350,CA-2017-129714,TEC-AC-10000290,6.79,1
351,CA-2017-129714,OFF-PA-10001970,24.56,1
352,CA-2017-129714,OFF-BI-10002160,3.048,1
353,CA-2017-129714,OFF-PA-10001970,49.12,1
354,CA-2017-129714,OFF-BI-10004995,4355.168,1
355,CA-2017-138520,FUR-BO-10002268,388.704,1
356,CA-2017-138520,OFF-EN-10001137,8.26,1
357,CA-2017-138520,OFF-AR-10002399,17.04,1
358,CA-2017-138520,OFF-PA-10002713,34.4,1
359,CA-2017-130001,OFF-PA-10002666,36.24,1
360,CA-2018-155698,OFF-AP-10001124,647.84,1
361,CA-2018-155698,OFF-LA-10001158,20.7,1
362,CA-2018-144904,OFF-LA-10001158,20.7,1
363,CA-2018-144904,FUR-CH-10000785,488.646,1
364,CA-2018-144904,OFF-AR-10003732,5.56,1
365,CA-2018-144904,FUR-FU-10000023,47.12,1
366,CA-2015-123344,OFF-ST-10001713,211.96,1
367,CA-2017-155516,OFF-BI-10002412,23.2,1
368,CA-2017-155516,OFF-SU-10001225,7.36,1
369,CA-2017-155516,OFF-ST-10002406,104.79,1
370,CA-2017-155516,FUR-BO-10002545,1043.92,1
371,CA-2018-104745,OFF-PA-10002036,25.92,1
372,CA-2018-104745,OFF-ST-10002205,53.424,1
373,US-2015-119137,OFF-BI-10001982,8.16,1
374,US-2015-119137,TEC-AC-10003911,1023.936,1
375,US-2015-119137,OFF-AR-10000658,9.24,1
376,US-2015-119137,TEC-AC-10002076,479.04,1
377,US-2017-134656,OFF-PA-10003039,99.136,1
378,US-2018-134481,FUR-TA-10004915,1488.424,1
379,CA-2016-130792,OFF-AP-10000696,8.652,1
380,CA-2016-130792,OFF-ST-10003327,23.832,1
381,CA-2016-130792,OFF-BI-10000309,12.176,1
382,CA-2017-134775,OFF-PA-10004734,50.96,1
383,CA-2017-134775,OFF-BI-10002225,49.536,1
384,CA-2016-125395,TEC-AC-10004708,41.9,1
385,US-2016-168935,FUR-TA-10000617,375.4575,1
386,US-2016-168935,TEC-AC-10002335,83.976,1
387,CA-2016-122756,TEC-MA-10001681,482.34,1
388,CA-2016-122756,FUR-FU-10001935,2.96,1
389,CA-2015-115973,OFF-AR-10004757,2.624,1
390,CA-2018-101798,OFF-BI-10000050,23.36,1
391,CA-2018-101798,TEC-AC-10001998,39.98,1
392,US-2015-135972,TEC-PH-10003012,246.384,1
393,US-2015-135972,TEC-CO-10002313,1799.97,1
394,US-2015-134971,OFF-BI-10003982,12.462,1
395,CA-2018-102946,OFF-BI-10004492,75.792,1
396,CA-2018-165603,OFF-ST-10000798,49.96,1
397,CA-2018-165603,OFF-PA-10002552,12.96,1
398,CA-2016-122259,OFF-SU-10002573,70.12,1
399,CA-2017-108987,OFF-ST-10001580,35.952,1
400,CA-2017-108987,FUR-BO-10004834,2396.2656,1
401,CA-2017-108987,OFF-ST-10000934,131.136,1
402,CA-2017-108987,TEC-AC-10000158,57.584,1
403,CA-2015-113166,OFF-PA-10001947,9.568,1
404,CA-2015-155208,OFF-AR-10003478,39.072,1
405,CA-2018-117933,OFF-AP-10004249,35.91,1
406,CA-2018-117457,TEC-AC-10000158,179.95,1
407,CA-2018-117457,TEC-CO-10004115,1199.976,1
408,CA-2018-117457,OFF-PA-10003724,27.15,1
409,CA-2018-117457,FUR-TA-10002041,1004.024,1
410,CA-2018-117457,OFF-PA-10002893,9.68,1
411,CA-2018-117457,OFF-LA-10003766,28.35,1
412,CA-2018-117457,OFF-PA-10001970,55.98,1
413,CA-2018-117457,FUR-BO-10001972,1336.829,1
414,CA-2018-117457,FUR-CH-10003956,113.568,1
415,CA-2018-142636,OFF-PA-10000157,139.86,1
416,CA-2018-142636,FUR-CH-10001891,307.136,1
417,CA-2018-122105,OFF-AR-10004344,95.92,1
418,CA-2017-148796,FUR-CH-10004886,383.8,1
419,CA-2018-154816,OFF-PA-10003845,5.78,1
420,CA-2018-110478,OFF-AR-10001573,9.32,1
421,CA-2018-110478,OFF-EN-10000483,15.25,1
422,CA-2015-142048,TEC-AC-10004114,196.752,1
423,CA-2018-125388,FUR-FU-10004712,56.56,1
424,CA-2018-125388,OFF-ST-10000918,32.7,1
425,CA-2018-155705,FUR-CH-10000015,866.4,1
426,CA-2018-149160,FUR-FU-10003347,28.4,1
427,CA-2018-149160,OFF-BI-10001543,287.92,1
428,CA-2015-101476,TEC-MA-10000029,69.99,1
429,CA-2018-152275,OFF-AR-10000369,6.672,1
430,US-2017-123750,OFF-BI-10004584,189.588,1
431,US-2017-123750,TEC-AC-10004659,408.744,1
432,US-2017-123750,TEC-AC-10004659,291.96,1
433,US-2017-123750,OFF-ST-10000617,4.768,1
434,CA-2017-127369,OFF-ST-10003306,714.3,1
435,US-2015-150574,OFF-BI-10000773,4.812,1
436,US-2015-150574,TEC-AC-10002600,247.8,1
437,CA-2017-147375,TEC-MA-10002937,1007.979,1
438,CA-2017-147375,OFF-PA-10001970,313.488,1
439,CA-2018-130043,OFF-PA-10002230,31.872,1
440,CA-2018-157252,FUR-CH-10003396,207.846,1
441,CA-2017-115756,FUR-FU-10000246,12.22,1
442,CA-2017-115756,OFF-ST-10000060,194.94,1
443,CA-2017-115756,OFF-ST-10003058,70.95,1
444,CA-2017-115756,OFF-PA-10002222,91.36,1
445,CA-2017-115756,FUR-CH-10002372,242.94,1
446,CA-2017-115756,OFF-LA-10001317,22.05,1
447,CA-2018-154214,FUR-FU-10000206,2.91,1
448,CA-2017-166674,OFF-AR-10000588,59.52,1
449,CA-2017-166674,OFF-ST-10001469,161.94,1
450,CA-2017-166674,OFF-AR-10001953,263.88,1
451,CA-2017-166674,OFF-AR-10003156,30.48,1
452,CA-2017-166674,OFF-AR-10004974,9.84,1
453,CA-2017-166674,TEC-PH-10002365,35.12,1
454,CA-2018-147277,FUR-TA-10001539,284.364,1
455,CA-2018-147277,OFF-ST-10000142,665.408,1
456,CA-2017-100153,TEC-AC-10001772,63.88,1
457,US-2015-110674,FUR-CH-10000225,129.568,1
458,US-2017-157945,FUR-CH-10002331,747.558,1
459,US-2017-157945,OFF-EN-10001415,8.928,1
460,CA-2016-109638,OFF-AP-10002472,103.92,1
461,CA-2016-109638,TEC-AC-10004571,899.91,1
462,CA-2016-109638,OFF-BI-10001098,51.312,1
463,CA-2017-109869,FUR-FU-10000023,23.56,1
464,CA-2017-109869,FUR-TA-10001889,1272.63,1
465,CA-2017-109869,OFF-BI-10000315,28.485,1
466,CA-2017-109869,OFF-SU-10003505,185.376,1
467,CA-2017-109869,OFF-AP-10002578,78.272,1
468,US-2016-101399,FUR-FU-10002918,254.744,1
469,CA-2018-154907,FUR-BO-10002824,205.3328,1
470,US-2017-100419,OFF-BI-10002194,4.788,1
471,CA-2016-154144,OFF-PA-10004071,55.48,1
472,CA-2015-144666,OFF-ST-10002743,340.92,1
473,CA-2015-144666,FUR-BO-10001601,222.666,1
474,CA-2015-144666,TEC-PH-10002680,703.968,1
475,CA-2015-144666,OFF-ST-10001321,92.52,1
476,CA-2015-144666,OFF-PA-10001509,62.65,1
477,CA-2015-144666,OFF-PA-10003465,94.85,1
478,CA-2017-103891,TEC-PH-10000149,95.76,1
479,CA-2017-152632,FUR-FU-10002671,40.2,1
480,CA-2017-100790,OFF-AR-10003045,14.7,1
481,CA-2017-100790,OFF-ST-10000689,704.25,1
482,CA-2015-134677,TEC-AC-10001445,9.09,1
483,CA-2015-127691,OFF-AR-10002053,5.96,1
484,CA-2015-127691,TEC-AC-10002567,159.98,1
485,CA-2018-140963,OFF-LA-10003923,29.6,1
486,CA-2018-140963,FUR-BO-10001337,514.165,1
487,CA-2018-140963,TEC-PH-10001924,279.96,1
488,CA-2015-154627,TEC-PH-10001363,2735.952,1
489,CA-2015-133753,TEC-PH-10000376,7.992,1
490,CA-2015-133753,TEC-AC-10000303,63.984,1
491,CA-2015-133753,OFF-AR-10001953,70.368,1
492,CA-2015-113362,OFF-ST-10001809,449.15,1
493,CA-2015-113362,OFF-EN-10003845,11.07,1
494,CA-2017-169166,TEC-AC-10000991,93.98,1
495,US-2017-120929,FUR-TA-10001857,189.882,1
496,CA-2016-134782,OFF-EN-10001434,105.42,1
497,CA-2017-126158,OFF-BI-10002498,119.616,1
498,CA-2017-126158,FUR-FU-10004864,255.76,1
499,CA-2017-126158,FUR-CH-10002602,241.568,1
500,CA-2017-126158,FUR-FU-10000073,69.3,1
